Id tin,Tiêu đề tin,Địa điểm tuyển dụng,Tỉnh thành tuyển dụng,Chức vụ,Mức lương,Hình thức làm việc,Ngành nghề,Lĩnh vực,Kinh nghiệm
784456,Nhận nhân viên làm thêm lương và thưởng 9 triệu 1tháng,Quận Mười Một Thành Phố Hồ Chí Minh,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Bán thời gian,"Đầu bếp - phụ bếp, Sinh viên làm thêm, Y tế - Dược",sinh viên làm thêm buổi tối,Không yêu cầu
784455,Việc làm thêm buổi tối part time Thu nhập 9 triệu 1 tháng làm việc bán thời gian không cần kinh nghiệm,Quận Mười Hai Thành Phố Hồ Chí Minh,Hồ Chí Minh,Nhân viên,10 - 15 triệu,Bán thời gian,"Khu chế xuất - Khu công nghiệp, Sinh viên làm thêm, Mỹ phẩm - Thời trang - Trang sức",sinh viên cntt làm thêm,Không yêu cầu
784454,Việc làm thêm buổi tối Thu nhập 9 triệu 1 tháng làm việc bán thời gian không cần kinh nghiệm,Quận Năm Thành Phố Hồ Chí Minh,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Bán thời gian,"Nhập liệu, Sinh viên làm thêm, Điện - Điện tử",sinh viên làm thêm buổi tối,Không yêu cầu
784453,Làm việc them part-time lương 9 triệu 1tháng không cần kinh nghiệm,Quận Tám Thành Phố Hồ Chí Minh,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Bán thời gian,"Lao động phổ thông, Sinh viên làm thêm, Làm đẹp - Thể lực - Spa",sinh viên phục vụ cafe,Không yêu cầu
784452,Trưởng Phòng Kinh Doanh (60 Triệu - 200 Triệu),"Tầng 7 Tòa nhà Manulife, Số 29 Nguyễn Đình Chiểu, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Trưởng Phòng,Trên 50 triệu,Toàn thời gian cố định,"Bảo hiểm, Quản lý điều hành, Lương cao",quản trị hệ thống,1 - 2 năm kinh nghiệm
784451,Việc làm thêm lương 7-9 triệu 1 tháng buổi tối cho lao động phổ thông không yêu cầu bằng cấp,Quận Mười Thành Phố Hồ Chí Minh,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Bán thời gian,"Y tế - Dược, Sinh viên làm thêm, Ngành nghề khác",bộ đội xuất ngũ,Không yêu cầu
784450,Chuyên Viên Quản Lý Dự Án,MẮT BÃO BPO - 12A Núi Thành Phường 13 Quận Tân Bình HCM,Hồ Chí Minh,Nhân viên,Thỏa thuận,Toàn thời gian cố định,"Chăm sóc khách hàng, Nhân sự, Quản lý điều hành",nhân viên tuyển dụng,1 - 2 năm kinh nghiệm
784449,Nhân viên Hành Chính Nhân sự,"13-14 D1 KDT Đại Kim, Hồng Quang, Hoàng Mai, Hà Nội",Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Nhân sự, Nhân viên kinh doanh, Y tế - Dược",nhân viên hành chính nhân sự,0 - 1 năm kinh nghiệm
784448,Chuyên viên Kinh doanh (Thu nhập 30tr ),"Tầng 7 Tòa nhà Manulife, Số 29 Nguyễn Đình Chiểu, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Nhân viên,Trên 30 triệu,Toàn thời gian cố định,"Bảo hiểm, Quản trị kinh doanh, Tư vấn",nhân viên tư vấn khách hàng,Không yêu cầu
784447,Việc làm thêm làm việc tự do tại nhà lương ổn định lâu dài 9triệu trên tháng,Quận Thủ Đức Thành Phố Hồ Chí Minh,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Bán thời gian,"Y tế - Dược, Thủy sản, Sinh viên làm thêm",thức ăn thủy sản,Không yêu cầu
784446,QUẢN LÝ KINH DOANH MIỀN NAM,"C7, Gò Cẩm Đệm, Phường 10, Quận Tân Bình, TP.HCM",Hồ Chí Minh,Trưởng Phòng,15 - 20 triệu,Toàn thời gian cố định,"Y tế - Dược, Nhân viên kinh doanh, Quản trị kinh doanh",chuyên viên kinh doanh,0 - 1 năm kinh nghiệm
784445,Việc làm Mùa Dịch Lương nhận theo tuần có phụ cấp 7-9Triệu - Việc làm thêm tại Nhà Tránh Dịch,Quận Mười Một Thành Phố Hồ Chí Minh,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Bán thời gian,"Nhập liệu, Khách sạn - Nhà hàng, Sinh viên mới tốt nghiệp - Thực tập",part time khách sạn,Không yêu cầu
784444,Nhân Viên Marketing Online - Thu Nhập 10-15 Triệu,"13-14 D1 KDT Đại Kim, Hồng Quang, Hoàng Mai, Hà Nội",Hà Nội,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Y tế - Dược, Nhân viên kinh doanh, Marketing - PR",trình dược viên etc,1 - 2 năm kinh nghiệm
784443,Tuyển dụng Chuyên viên kinh doanh Bất động sản với cơ chế tốt nhất thị trường,71 Nguyễn Chí Thanh,Hà Nội,Nhân viên,15 - 20 triệu,Khác,KD bất động sản,chuyên viên bất động sản,Không yêu cầu
784442,Kỹ sư bán hàng,84 đường Nguyễn Thanh Bình Vạn Phúc Hà Đông Hà Nội,Hà Nội,Nhân viên,Thỏa thuận,Toàn thời gian cố định,Môi trường - Xử lý chất thải,nhân viên kỹ thuật môi trường,1 - 2 năm kinh nghiệm
784441,QUẢN ĐỐC SẢN XUẤT,"13-14 D1 KDT Đại Kim, Hồng Quang, Hoàng Mai, Hà Nội",Hà Nội,Trưởng Phòng,10 - 15 triệu,Toàn thời gian cố định,"Y tế - Dược, Nhân viên kinh doanh, Thẩm định - Giám thẩm định - Quản lý chất lượng",giám sát sản xuất,0 - 1 năm kinh nghiệm
784440,GIÚP VIỆC NHÀ QUẬN 12,"Số 28 Đường DD11, Khu Biệt Thự An Sương, P. Tân Hưng Thuận, Quận 12, TP. HCM",Hồ Chí Minh,Nhân viên,5 - 7 triệu,Toàn thời gian cố định,Phục vụ - Tạp vụ,phụ quán ăn,0 - 1 năm kinh nghiệm
784439,Nhân viên kinh doanh,Cái Răng Cần Thơ,Cần Thơ,Nhân viên,3 - 5 triệu,Toàn thời gian cố định,"Giáo dục - Đào tạo, Nhân viên kinh doanh",chuyên viên kinh doanh,Không yêu cầu
784438,[ACFC - BÌNH DƯƠNG] QUẢN LÝ CỬA HÀNG THỜI TRANG CAO CẤP,"Lầu 12, Tòa nhà Sonatus, 15 Lê Thánh Tôn, P. Bến Nghé, Q. 1, TP. Hồ Chí Minh",Bình Dương,Quản lý cấp trung,10 - 15 triệu,Toàn thời gian cố định,"Mỹ phẩm - Thời trang - Trang sức, Quản lý điều hành, Việc làm bán hàng",quản lý chuỗi cửa hàng thời trang,1 - 2 năm kinh nghiệm
784437,Việc làm Thêm Cho Học Sinh hè Tránh Dịch - Lương cao 12 Triệu VND,Quận Sáu Thành Phố Hồ Chí Minh,Hồ Chí Minh,Nhân viên,10 - 15 triệu,Bán thời gian,"Lao động phổ thông, Sinh viên làm thêm, Sinh viên mới tốt nghiệp - Thực tập",sinh viên phục vụ cafe,Không yêu cầu
784436,Tuyển thợ điện chính phụ,Tầng 4 TTTM 505 Minh Khai Hà nội,Hà Nội,Mới Tốt Nghiệp,Thỏa thuận,Toàn thời gian cố định,"Lao động phổ thông, Điện - Điện tử",Công Nhân,0 - 1 năm kinh nghiệm
784435,GIÁM ĐỐC KINH DOANH (THU NHẬP 40 - 60 TRIỆU),"13-14 D1 KDT Đại Kim, Hồng Quang, Hoàng Mai, Hà Nội",Hà Nội,Giám Đốc,Trên 30 triệu,Toàn thời gian cố định,"Y tế - Dược, Nhân viên kinh doanh",Quản Lý Trình Dược Viên,2 - 5 năm kinh nghiệm
784434,Nhân viên vận hành máy,438 Hoàng Văn Thái - Tổ 64 Hòa Khánh Nam - Liên Chiểu - Đà Nẵng,Đà Nẵng,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Sản xuất - Vận hành sản xuất,quản lý vận hành,Không yêu cầu
784433,TẠP VỤ VĂN PHÒNG - AN SƯƠNG - QUẬN 12,"Số 28 Đường DD11, Khu Biệt Thự An Sương, P. Tân Hưng Thuận, Quận 12, TP. HCM",Hồ Chí Minh,Nhân viên,5 - 7 triệu,Toàn thời gian cố định,Phục vụ - Tạp vụ,tạp vụ chung cư,0 - 1 năm kinh nghiệm
784432,"Nhân viên hành chính nhân sự, văn phòng",110 ĐƯỜNG D1 DĨ AN BÌNH DƯƠNG,Bình Dương,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Hành chính - Văn phòng, Y tế - Dược, Công nghệ thực phẩm",nhân viên văn phòng trình độ 12/12,0 - 1 năm kinh nghiệm
784431,CHĂM SÓC KHÁCH HÀNG - KHÔNG ÁP DOANH SỐ - KHÔNG SALE,"13-14 D1 KDT Đại Kim, Hồng Quang, Hoàng Mai, Hà Nội",Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Y tế - Dược, Nhân viên kinh doanh",nhân viên phòng kinh doanh,0 - 1 năm kinh nghiệm
784430,Nhân viên Lễ tân phòng tập gym,Số 1 Phùng Chí Kiên,Hà Nội,Nhân viên,5 - 7 triệu,Toàn thời gian cố định,"Lễ tân - PG - PB, Việc làm bán hàng, Chăm sóc khách hàng",Lễ Tân Phòng Gym,Không yêu cầu
784429,THƯ KÝ KINH DOANH BẢNG VIẾT BAVICO,"Số 28 Đường DD11, Khu Biệt Thự An Sương, P. Tân Hưng Thuận, Quận 12, TP. HCM",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Thư ký - Trợ lý,trợ lý kinh doanh,0 - 1 năm kinh nghiệm
784428,KỸ THUẬT VIÊN SMARTHOME,"203 Xô Viết Nghệ Tĩnh, Phường Khuê Trung, Quận Cẩm Lệ, TP Đà Nẵng.",Đà Nẵng,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Điện - Điện tử,nhân viên kỹ thuật điện tử,0 - 1 năm kinh nghiệm
784427,Nhân viên kinh daonh,Hồ chí Minh,Hồ Chí Minh,Nhân viên,Thỏa thuận,Toàn thời gian cố định,Mỹ phẩm - Thời trang - Trang sức,nhân viên kỹ thuật điện tử,Không yêu cầu
784426,Giám đốc siêu thị,Thường tín Hà Nội,Hà Nội,Giám Đốc,15 - 20 triệu,Toàn thời gian cố định,"Quản lý điều hành, Quản trị kinh doanh, Lương cao",quản lý chuỗi cửa hàng,2 - 5 năm kinh nghiệm
784425,Chuyên viên quản lý gian hàng,"ngõ 497 Nguyễn Trãi, Thanh Xuân, Hà Nội",Hà Nội,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Quản trị kinh doanh, Quản lý đơn hàng, Việc làm bán hàng",sale admin,Không yêu cầu
784424,NHÂN VIÊN MAKETING ONLINE QUẬN 12,"Số 28 Đường DD11, Khu Biệt Thự An Sương, P. Tân Hưng Thuận, Quận 12, TP. HCM",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Marketing - PR,Marketing Online,0 - 1 năm kinh nghiệm
784423,TRÌNH DƯỢC VIÊN OTC - LƯƠNG CỨNG 15 TRIỆU (KHÔNG YÊU CẦU KINH NGHIỆM VÀ BẰNG DƯỢC),"13-14 D1 KDT Đại Kim, Hồng Quang, Hoàng Mai, Hà Nội",Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Y tế - Dược, Nhân viên kinh doanh",trình dược viên otc,Không yêu cầu
784422,Nhân viên content marketing Fulltime,"Số 5 liền kề 4, 90 Nguyễn Tuân, Thanh Xuân, Hà Nội",Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Báo chí - Truyền hình, Marketing - PR, Truyền thông",nhân viên content marketing,0 - 1 năm kinh nghiệm
784421,Công nhân Dệt,KCN Dệt may Phố Nối - xã Nghĩa Hiệp - huyện Yên Mỹ - tỉnh Hưng Yên,Hưng Yên,Mới Tốt Nghiệp,5 - 7 triệu,Toàn thời gian cố định,Dệt may - Da giày,công nhân đứng máy dệt,Không yêu cầu
784420,Quản Lý Hub (Logistic),"Thới An, Tân Thới An, Quận 12, TPHCM",Hồ Chí Minh,Trưởng nhóm,10 - 15 triệu,Toàn thời gian cố định,"Logistic, Vận chuyển giao nhận",Quản Lý Kho,0 - 1 năm kinh nghiệm
784419,NHÂN VIÊN KINH DOANH SALE ONLINE QUẬN 12,"Số 28 Đường DD11, Khu Biệt Thự An Sương, P. Tân Hưng Thuận, Quận 12, TP. HCM",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Telesales,telesale online,0 - 1 năm kinh nghiệm
784418,Kiến trúc sư 3D,9A Thanh Liệt Thanh Trì HN,Hà Nội,Nhân viên,Thỏa thuận,Toàn thời gian cố định,"Xây dựng, Ngành nghề khác",kỹ thuật xây dựng,Không yêu cầu
784417,Nhân viên kinh doanh,"ngõ 497 Nguyễn Trãi, Thanh Xuân, Hà Nội",Hà Nội,Mới Tốt Nghiệp,5 - 7 triệu,Toàn thời gian cố định,"Việc làm bán hàng, Marketing - PR",sale agent,Không yêu cầu
784416,Trưởng nhóm Chăm sóc Khách hàng,"13-14 D1 KDT Đại Kim, Hồng Quang, Hoàng Mai, Hà Nội",Hà Nội,Trưởng nhóm,10 - 15 triệu,Toàn thời gian cố định,"Y tế - Dược, Nhân viên kinh doanh, Chăm sóc khách hàng",Trưởng Phòng Chăm Sóc Khách Hàng,2 - 5 năm kinh nghiệm
784415,Nhân viên digital marketing fulltime,"Số 5 liền kề 4, 90 Nguyễn Tuân, Thanh Xuân, Hà Nội",Hà Nội,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Marketing - PR, Truyền thông, Báo chí - Truyền hình",chuyên viên seo,1 - 2 năm kinh nghiệm
784414,Nhân viên kinh doanh,Tầng S - Tòa nhà Artemis - Số 3 Lê Trọng Tấn - Khương Mai - Thanh Xuân​ - Hà Nội,Hà Nội,Nhân viên,7 - 10 triệu,Bán thời gian,"Bảo hiểm, Tư vấn",tư vấn bảo hiểm nhân thọ,Không yêu cầu
784413,NHÂN VIÊN KINH DOANH ONLINE BẢNG VIẾT BAVICO QUẬN 12,"Số 28 Đường DD11, Khu Biệt Thự An Sương, P. Tân Hưng Thuận, Quận 12, TP. HCM",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Nhân viên kinh doanh,Nhân Viên Kinh Doanh Website,0 - 1 năm kinh nghiệm
784412,Nhân viên đóng gói hàng mẫu - hàng xuất khẩu thủ công mỹ nghệ,"Số 48, LK11B, Khu đô thị Mộ Lao, Hà Đông, Hà nội",Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Lao động phổ thông,Công Nhân Nam,1 - 2 năm kinh nghiệm
784411,Trưởng phòng Hành chính Nhân sự,"283 Đình Hương, Phường Đông Cương, TP Thanh Hóa",Thanh Hóa,Trưởng Phòng,Thỏa thuận,Toàn thời gian cố định,"Luật - Pháp lý, Quản trị kinh doanh, Nhân sự",quản trị nhân lực,5 - 10 năm kinh nghiệm
784410,Việc làm thêm Cho Lao Động Phổ Thông - Lương 12 VNDTriệu,Quận Chín Thành Phố Hồ Chí Minh,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Bán thời gian,"Lao động phổ thông, Sinh viên mới tốt nghiệp - Thực tập, Sinh viên làm thêm",sinh viên xây dựng làm thêm,Không yêu cầu
784409,Nhân viên CSKH,tầng 3 số 17 Nguyễn Xiển,Hà Nội,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Telesales, Y tế - Dược, Việc làm bán hàng",trưởng nhóm telesales,Không yêu cầu
784408,TUYỂN GẤP NHÂN VIÊN BÁN HÀNG,Số 36 Cầu Bươu - Kiến Hưng - Hà Đông - Hà Nội,Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Việc làm bán hàng,nhân viên bán hàng lương cao,Không yêu cầu
784407,NHÂN VIÊN KINH DOANH TRƯỜNG HỌC QUẬN 12,"Số 28 Đường DD11, Khu Biệt Thự An Sương, P. Tân Hưng Thuận, Quận 12, TP. HCM",Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Nhân viên kinh doanh,Nhân Viên Sale Online,0 - 1 năm kinh nghiệm
784406,KỸ THUẬT VIÊN KIẾN TRÚC,"Tòa Cit Số 6 Ngõ 15 Phố Duy Tân, Cầu Giấy, Hn",Hà Nội,Nhân viên,Thỏa thuận,Toàn thời gian cố định,"Kỹ thuật, Kỹ thuật ứng dụng",Nhân Viên Sale Online,0 - 1 năm kinh nghiệm
784405,01 QUẢN LÝ GIÁM SÁT BÁN HÀNG MIỀN ĐÔNG,220/106/9 ĐƯỜNG SỐ 10,Bình Dương,Trưởng nhóm,20 - 30 triệu,Toàn thời gian cố định,Y tế - Dược,Trình Dược Viên,1 - 2 năm kinh nghiệm
784404,Venuko Tuyển Dụng Nhân Viên Kinh Doanh,"274 Trương Văn Bang, P.Thạnh Mỹ Lợi, Tp.Thủ Đức (Quận 2 cũ), HCM",Hồ Chí Minh,Nhân viên,5 - 7 triệu,Toàn thời gian cố định,Nhân viên kinh doanh,chuyên viên kinh doanh,1 - 2 năm kinh nghiệm
784403,GIÁM SÁT HIỆN TRƯỜNG CHUYÊN NGÀNH XÂY DỰNG PHẦN HOÀN THIỆN,"265 Nguyễn Gia Trí, P.25, Q.Bình Thạnh",Hồ Chí Minh,Nhân viên,Thỏa thuận,Toàn thời gian cố định,"Xây dựng, Thiết kế - Mỹ thuật, Thẩm định - Giám thẩm định - Quản lý chất lượng",chuyên viên kinh doanh,1 - 2 năm kinh nghiệm
784402,Tuyển nhân viên thu ngân,"110 Đường D1, phường Tân Đông Hiệp , Dĩ An , Bình Dương",Bình Dương,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Thu ngân,thu ngân giờ hành chính,Không yêu cầu
784401,Nhân viên kỹ thuật,"Số 670 Kim Giang, xã Thanh Liệt, huyện Thanh Trì, Hà Nội",Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,"Kỹ thuật, Điện - Điện tử",nhân viên kỹ thuật thiết bị y tế,0 - 1 năm kinh nghiệm
784400,Tuyển 15 nhân viên nam nữ lao động phổ thông,Đường Dt743 Dĩ An Bình Dương,Bình Dương,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,Lao động phổ thông,nhân viên soạn hàng,Không yêu cầu
784399,Nhân Viên Sale Thị Trường,Hồ Chí Minh,Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Nhân viên kinh doanh, Lao động phổ thông, Việc làm bán hàng",nhân viên phát triển kinh doanh,0 - 1 năm kinh nghiệm
784398,TRƯỞNG PHÒNG KINH DOANH,"Số 58 Nguyễn Chí Thanh, Đống Đa, Hà Nội",Hà Nội,Trưởng Phòng,Trên 50 triệu,Toàn thời gian cố định,"KD bất động sản, Telesales, Tư vấn",chuyên viên tư vấn bất động sản,1 - 2 năm kinh nghiệm
784397,CHUYÊN VIÊN TƯ VẤN BẤT ĐỘNG SẢN PHỎNG VẤN NHẬN VIỆC NGAY 15 06,198 Nguyễn Thị Minh Khai p6 quận 3 TPHCM,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,KD bất động sản,chuyên viên bất động sản,0 - 1 năm kinh nghiệm
784396,Thợ cơ khí thợ hàn inox,Số 104 đường Tam Trinh Quận Hoàng Mai TP Hà NỘi,Hà Nội,Nhân viên,7 - 10 triệu,Toàn thời gian cố định,Cơ khí - Chế tạo,thợ hàn cơ khí,0 - 1 năm kinh nghiệm
784395,NHÂN VIÊN MARKETING,"Số 27 ngõ 90 Khuất Duy Tiến, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Hà Nội,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Marketing - PR, Copywriter, Thương mại điện tử",thợ hàn cơ khí,0 - 1 năm kinh nghiệm
784394,Thợ điện lạnh thợ phụ,32/52/2 Ông ích Khiêm Phường 14 Q.11,Hồ Chí Minh,Mới Tốt Nghiệp,7 - 10 triệu,Toàn thời gian cố định,Ngành nghề khác,lương 7 triệu,Không yêu cầu
784393,Quản lý trang trại,Xã Ba Sao Huyện Cao Lãnh Đồng Tháp,Đồng Tháp,Quản lý cấp trung,10 - 15 triệu,Toàn thời gian cố định,"Nông - Lâm - Ngư - Nghiệp, Ngành nghề khác, Chăn nuôi - Thú y",quản lý nông nghiệp,2 - 5 năm kinh nghiệm
784392,Nhân viên Quản lí chất lượng,"Nhà máy sản xuất: Km 45, QL 5, TT. Lai Cách, Huyện Cẩm Giàng, Tỉnh Hải Dương.",Hải Dương,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,Sản xuất - Vận hành sản xuất,nhân viên vận hành máy,2 - 5 năm kinh nghiệm
784391,TUYỂN DỤNG CỘNG TÁC VIÊN LIVESTREAM CHO LAZADA - SHOPEE TOÀN QUỐC,08 Huyền Quang - Tân Định - Quận 1 - TPHCM,Hồ Chí Minh,Mới Tốt Nghiệp,3 - 5 triệu,Bán thời gian,"Marketing - PR, Tư vấn, Tiếp thị - Quảng cáo",tư vấn online,Không yêu cầu
784390,Nhân viên mua hàng,"Tầng 3, Nhà C2,289A Khuất Duy Tiến, Trung Hòa, Cầu Giấy, HN",Hà Nội,Nhân viên,5 - 7 triệu,Toàn thời gian cố định,"Hành chính - Văn phòng, Kiến trúc - Tk nội thất",nhân viên nghiệp vụ,Không yêu cầu
784389,NHÂN VIÊN CHĂM SÓC KHÁCH HÀNG,"Số 27 ngõ 90 Khuất Duy Tiến, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Hà Nội,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Chăm sóc khách hàng, Nhân viên kinh doanh, Telesales",nhân viên nghiệp vụ,Không yêu cầu
784388,Việc làm thêm cho học sinh buổi tối theo giờ Parttime Lương 9 triệu tháng nhận lương theo tuần,Quận Thủ Đức Thành Phố Hồ Chí Minh,Hồ Chí Minh,Nhân viên,7 - 10 triệu,Bán thời gian,"Khu chế xuất - Khu công nghiệp, Đầu bếp - phụ bếp, Sinh viên làm thêm",sinh viên luật làm thêm,Không yêu cầu
784387,Nhân viên lao động tiền lương,"173 Trương Định, phường 9, Quận 3, Tp. HCM",Hồ Chí Minh,Nhân viên,10 - 15 triệu,Toàn thời gian cố định,"Nhân sự, Hành chính - Văn phòng",nhân sự tiền lương,1 - 2 năm kinh nghiệm
